north_count,south_count,east_count,west_count,avg_speed,queue_length,time_of_day,congestion_score
51,29,23,38,42.36051904438171,23,7.3107304601608964,0.34784813039244805
13,11,9,7,54.78883819779403,7,2.344130736153213,0.02301043809108652
37,23,18,18,42.73729018956767,10,16.421592636291766,0.24073858163525869
49,26,31,15,41.17922418616745,22,10.563659849750431,0.3922615104489854
12,18,3,9,44.174261047269184,0,2.928917636274692,0.11108793555478053
40,34,22,16,45.90246826611679,20,11.884245842670484,0.2591091742116015
7,7,0,20,60.0,7,0.8253245067652415,0.1499887253177041
38,28,12,31,42.45355222129363,9,21.82368964989077,0.17684320615808874
41,18,31,25,44.69611049467738,17,6.210719558400406,0.2745365957502475
40,30,19,26,41.83260214342588,16,15.900534824495567,0.2326902301256591
14,33,9,25,45.7354048706586,18,7.481065826145863,0.2537784237308104
25,52,20,33,38.86758101276597,16,12.48163250826746,0.33132773424508083
41,29,29,27,48.195906638927674,9,13.121046704238712,0.2593271175534881
15,6,0,3,56.457179200941894,9,4.436506932612649,0.21389994548825525
29,32,33,27,39.48320298245573,24,23.270031066349404,0.30017987965733595
52,61,35,37,39.67213597851487,39,18.60318776066675,0.46063697289995326
18,33,21,21,42.615375971575105,17,22.547974597540538,0.23602324991192883
37,28,18,22,48.08004511104108,23,21.47585641026357,0.3610701582962476
33,22,9,23,48.17223638723841,6,14.349599491466044,0.14937248632407388
30,21,22,1,55.57072341960556,2,22.124981640554804,0.0
8,17,7,12,55.21891909901172,8,2.123820049246068,0.10276790653038334
6,1,6,8,59.366090122596624,0,4.703588698059485,0.0
8,31,2,0,52.94554970964717,7,1.0854549338529136,0.07570391201872329
50,54,31,32,41.131630470047504,32,7.807927938318344,0.46002804227555943
82,69,67,65,23.031291555676646,50,9.328254952547567,0.8177451288393958
14,24,26,42,48.5720076864319,19,6.512376762573502,0.34430631328227934
14,21,24,24,52.035167137369,11,19.889700219646304,0.09603746463764219
67,67,57,58,38.41639546911665,50,8.562079840646142,0.7160436478427753
17,41,17,23,34.53576504208766,16,6.742428232497138,0.3689448958016333
9,20,15,26,47.282227520150656,0,13.024705995797962,0.11809368719688094
16,0,10,2,48.88557437266583,4,3.3821813993943035,0.13651547890361304
76,57,67,59,23.122075876725297,50,19.252727538096952,0.7103504103796043
0,18,0,12,57.33893364410585,7,1.7892154483144997,0.0
12,33,24,36,47.093600719382266,9,23.685286478412415,0.21393838008423827
34,45,40,35,46.50754562747409,25,18.53387446311978,0.3647808494877631
4,3,12,13,59.85783282656271,15,4.769176356820138,0.03128025527772285
27,24,4,13,52.596913090691174,9,0.13253081096645758,0.18160757727081034
25,39,17,28,57.14009207333296,13,19.57107428291602,0.2901840532767542
77,49,40,60,28.995048832068317,50,16.96457625234281,0.70954638600104
63,65,62,58,33.94034527589038,50,17.496172032983694,0.6874404019755924
72,56,61,41,27.50806866074146,50,18.5104883204627,0.7564956342388115
4,4,3,13,49.692931294991936,1,1.7770716416181687,0.17077917565416298
57,65,47,42,31.083519564713846,50,8.603177485062542,0.5805966342060297
5,11,1,0,60.0,0,2.780857428603113,0.0
35,30,22,22,43.512650803278945,21,20.714482221014244,0.30153079724426696
42,21,23,27,46.51957310217274,28,14.95915504386139,0.34935352555658944
67,55,27,41,32.64019760819169,45,7.9415525964635805,0.5056592157210257
0,0,2,1,59.053811696247074,6,1.5254004068645672,0.08538088470350999
31,37,25,31,50.69658941879629,14,7.463575721175893,0.23024268292875932
72,65,39,60,28.625469809489758,50,7.804399728641929,0.7113091034817874
72,66,49,70,33.97101031587175,50,17.51054828011354,0.6664352895873221
47,24,13,21,40.163946746974815,15,15.301379312525114,0.38007149835188647
28,31,16,19,35.4354478988687,16,21.293105821831837,0.28491754302222355
26,16,22,25,42.692785912117664,17,11.333158203886782,0.27268351987823475
22,20,5,0,55.658907460297776,13,2.870261902519241,0.17394203080672982
52,45,39,58,34.484885340062796,41,17.117874893351882,0.557727694678929
63,51,64,46,29.16903302541457,50,18.25884116680554,0.6559376716299785
29,28,27,18,38.84373345895291,29,13.470652741667909,0.4495126707509911
64,51,48,46,27.513716901291566,45,18.503212318909462,0.6278731594597569
21,42,25,25,41.731649246948606,22,11.851094312745378,0.32170235269026065
25,12,13,26,51.1575953989091,2,12.545587905167856,0.13188940183664544
33,59,48,53,39.888533361094765,33,10.260984440605192,0.5043257369081551
4,26,8,1,51.49091257699824,11,0.6100590418582845,0.15466653561250385
19,10,13,11,49.31866081778507,14,2.589394247839307,0.10365502980063311
4,5,0,0,53.950755349132336,0,0.754300456481622,0.09651123072494136
20,29,20,21,54.3313767532432,8,15.273849870330729,0.14264769061151805
86,65,50,67,25.173323302570058,50,7.54454354583184,0.8003795057269398
31,35,19,12,48.96539050544623,24,12.205696587952866,0.3138394367363701
46,28,22,30,42.329282390569865,24,21.78159537422623,0.37051921239350466
38,31,15,39,36.72467920250324,31,5.983013499572999,0.3472299459289914
61,64,55,52,29.174467983833093,50,9.849190152855114,0.6416891661911761
85,71,47,72,28.831314025997234,50,18.133227325033168,0.6884163245272289
26,30,30,30,43.78907076256843,23,5.491155971798939,0.3163361966019754
0,13,0,1,56.61723254718385,0,1.8475178358910318,0.0
45,40,20,18,37.104381142491135,23,6.954034869930433,0.3792336722313207
15,16,13,6,60.0,0,3.869310894096106,0.14641874957488482
43,40,29,26,42.53044365217876,20,22.312743656221755,0.2966261508321399
60,65,46,41,39.13647524145099,39,19.394889109546007,0.6243878932626946
46,17,10,31,44.565185983426645,10,15.201690156250162,0.19816097557197548
24,57,34,14,47.043971083235945,11,20.915054164505225,0.1639632657360125
56,59,59,39,34.324206455049215,50,19.288129845578748,0.5705737819046672
1,0,0,4,60.0,0,4.47768141326486,0.0
28,31,17,19,60.0,11,21.421415963759465,0.10270750999281802
14,15,15,23,52.264252161189546,9,12.944213805975618,0.17503623406381866
51,51,38,31,37.42896723265133,29,19.3785637239375,0.42633901894643494
37,22,15,22,51.16830211357018,22,21.506191198163837,0.349659545346367
40,48,37,37,35.68949615313767,38,7.632083399324733,0.574955929715362
0,6,0,0,55.19601177119026,6,2.641246188664242,0.07031176143726825
28,24,14,28,48.19980753117292,19,5.4704439010066,0.2803144738254099
55,29,34,31,41.52101146342312,32,10.250586927030152,0.3791671974821961
19,32,25,36,55.8080596177479,19,19.632354382139834,0.24233752384063745
53,29,17,27,38.54356032698513,24,20.657533998152243,0.35603688275013573
0,11,4,2,58.18432465306984,0,0.16685113274857688,0.048611397174789545
24,25,31,0,50.808666555253104,6,12.257935261861578,0.1973700360752728
57,39,31,53,32.078362887192824,38,10.017864075570696,0.5280761772516664
39,27,17,29,48.57965509154337,21,5.330587451297526,0.36474488640157104
17,9,7,15,57.36785716320459,1,2.8767688160083873,0.128882667909949
42,55,50,46,36.828081341972165,43,8.102764113687071,0.5626993257543659
25,21,28,32,50.85707085486539,16,22.62983289390046,0.37695163543377413
64,81,55,63,19.339749373004867,50,7.7568703684981255,0.7748789167857025
26,36,19,28,51.17609212424782,15,12.450974921840785,0.2611850706437533
76,78,56,62,21.374832600674125,50,16.87245501348427,0.7847377653628932
43,70,40,49,26.14361507723936,50,8.727110457103056,0.6965957568225949
12,12,44,32,48.074898430913926,14,23.322769985303054,0.1695250114930002
41,49,25,28,31.106704433558765,33,23.09873507861067,0.48171040621507044
28,23,39,32,45.003949020550536,22,6.04277509980874,0.2811992893302783
37,32,31,32,46.25313897272709,23,11.93396414141725,0.3358314746839004
26,30,4,20,42.57284217508483,7,7.221079435602472,0.25905670310277773
35,16,20,20,43.85745777606522,8,6.836171865059223,0.26972809274334736
31,13,6,13,53.958308486337486,12,0.8852867365087871,0.18202960166501247
18,38,26,19,42.89856952633142,13,14.629544015517524,0.2910892264911619
22,34,25,28,40.000807658763314,26,12.064296557492675,0.26935211507584034
0,0,0,0,58.00797677478839,0,1.2354900299997444,0.0
51,17,10,23,52.384333679853476,19,6.6875151416786744,0.20020593925066146
29,23,24,4,57.13411411814084,8,21.798381263199687,0.0660109440125844
38,42,21,20,39.778028831686186,22,5.749485376007338,0.34097429769751864
0,12,19,10,59.64092475962714,9,3.477476930189354,0.1433644384152798
33,9,25,18,54.52595079647885,5,11.746866246661511,0.1481734987995404
26,50,31,11,54.48556179130449,13,23.655610898654416,0.1570911377783193
43,45,30,18,41.61124441269463,33,5.80932651627601,0.45009742447417156
36,19,24,22,52.364061304281975,12,16.131253137741083,0.2503699524075972
56,56,59,54,32.860791933338284,50,18.278870767889224,0.7545186439500209
45,27,21,24,41.80451224203263,21,5.703301055817592,0.2149624576183694
63,51,38,31,39.40089698638475,38,17.47719236668463,0.4846347801950839
70,57,46,54,22.229715181900133,50,8.826795185262078,0.6824702607117537
37,23,18,38,50.53746805276453,15,15.175339934245908,0.3014050894488536
27,43,15,19,54.77941512376462,16,15.204713058261472,0.15994458813522505
32,47,14,39,46.303897458292404,17,12.858592417794203,0.3230436341091787
0,3,0,0,57.77989279340903,2,2.1669544813057993,0.025962792737636697
32,24,23,28,44.941733472407115,14,20.04725989414171,0.23014387674732847
50,72,49,57,38.21450656254201,50,7.69872155932166,0.6154962850081294
7,0,0,17,50.24600874924224,13,4.476444249596502,0.09888950191494861
28,0,6,3,60.0,0,0.978603397314334,0.026635637279650494
33,39,22,35,51.87665836515947,27,14.181430636517803,0.33111753079739686
25,43,32,29,46.18717011787991,19,16.261544684214776,0.2755393949101901
0,3,1,4,60.0,6,0.39810789426854765,0.0
29,52,37,19,25.284564729541085,45,12.290233399182743,0.6413693360452565
37,5,31,23,52.73646955012126,5,5.435898604750511,0.1703890678172844
31,40,22,30,45.963572473046675,18,15.484146969826796,0.32909416599604174
3,4,0,0,60.0,0,4.184794296119795,0.0
56,47,50,45,35.187264981202965,35,16.58250571445918,0.5695135925698053
51,56,37,35,43.61832381028111,37,9.281648311212898,0.3878001448934316
37,26,25,32,51.954588084636676,21,22.48151972968163,0.2776676048982093
17,0,4,1,59.17359110483272,0,3.300502659503838,0.0
48,50,36,58,28.82676159676786,42,8.185592425206204,0.5637628423104456
6,7,0,8,59.44433715143289,7,2.7233645097741377,0.11515390491725513
30,22,35,19,46.66311148620935,21,22.192646838685505,0.2231913943888768
35,24,21,20,52.564326636104425,16,21.056144481143544,0.28863688422471456
41,25,26,16,46.69162042743294,17,6.190599065163735,0.23693394086808425
26,13,28,33,49.2347942072372,11,15.839617104820297,0.19883163292245049
28,13,35,27,40.65390848220517,17,19.61333280482918,0.30569445630269726
21,39,20,27,44.07311747173163,20,13.324819478387095,0.3120538556968433
15,15,6,28,46.149945563262634,9,12.711613880544157,0.2215001023427347
17,29,25,19,45.5024962821195,15,5.80445498161084,0.19625351316596157
0,0,9,2,59.50129261728593,12,2.234466427341581,0.03248957584522205
23,45,20,10,51.42657130100603,12,21.53317819087984,0.22654617949520936
34,27,29,40,41.19845551036747,17,21.610033371919933,0.29934995309663254
19,41,25,14,50.4256784678726,15,15.19443497455843,0.21774305293818785
51,72,40,38,34.25562164662642,43,8.136714985168815,0.5188589681571908
72,51,64,51,26.905302741713243,50,8.381029790703861,0.7122470229362504
50,51,46,50,37.955860891197084,36,17.422936292885744,0.47679858030110434
25,38,38,25,40.49214709454599,17,21.53064623886185,0.38518727738888203
16,23,25,28,52.08824763744446,14,21.290074182362815,0.14649429631604977
47,59,40,63,29.54960439610126,50,18.717013100582975,0.6091441953888399
43,31,9,28,58.29672471656203,15,15.408759507702907,0.17414794627132377
13,0,16,0,60.0,1,2.019359159881172,0.07249983033821997
28,16,13,18,45.19399647096233,9,3.8790891382707304,0.17513353819197133
22,28,31,36,44.00151796905703,19,21.565300524649903,0.21978947240863378
45,18,35,27,41.368852714359896,25,14.554297431830157,0.38961385450075253
0,21,19,9,51.159105663057986,8,0.22072923879911155,0.1568614225467067
3,1,0,1,60.0,1,2.4353170287847705,0.0
57,22,10,33,47.11347046981539,13,15.92404245859334,0.30043408498057705
0,0,5,0,56.10975972277317,7,0.12147801230924848,0.13638878934758275
19,9,10,0,52.63290071003612,4,3.8593932340199677,0.0638022443268006
29,30,27,30,48.884899505575284,27,13.169610944798066,0.31685995232032593
48,41,51,57,30.272242302066267,50,16.60548474462464,0.6225393868393039
15,32,21,17,51.035780354800785,2,15.647070228062413,0.14174551984996445
31,38,18,21,42.528369834126956,11,5.382463427053435,0.2893424037638207
35,51,38,36,43.258636448359454,30,17.09230131234086,0.49123284171010473
27,43,22,33,41.90591610012884,18,5.693978099923202,0.3054542976714647
31,44,38,39,41.00117933639943,25,7.809592755822425,0.42990404210661887
65,79,56,48,26.819058737210938,50,17.91579372283258,0.8097923674898068
14,30,24,35,53.19253347900214,0,15.591189577133152,0.15240691787338367
29,38,28,13,50.5694402745463,17,20.38136185186027,0.1817841088707028
16,42,24,20,48.50503137498603,17,15.782709415208242,0.2146263414221282
42,56,30,4,47.49241184027777,31,13.639406480051319,0.3852778576262974
0,0,0,0,60.0,0,2.2481944278742194,0.12587678158535207
68,64,48,54,27.51234310786708,50,8.825179273426404,0.6979975237189214
35,31,22,11,42.94882217288048,15,6.364856824361411,0.29437762837387343
33,26,31,15,47.202573359514716,29,5.855751441098006,0.4268855950691225
17,21,22,8,52.594126755381794,10,23.352253314058693,0.26240356951478605
29,31,55,36,39.92667577775152,25,9.43434539200225,0.48898673329312736
37,31,16,30,39.84673237857322,21,21.40911732425072,0.37123685087465486
28,37,23,24,47.13067096255607,16,15.14732702393431,0.2537484546229329
46,61,33,55,37.66971268458575,37,19.075471284999562,0.605364829012928
38,13,36,14,54.195480784265584,10,12.063290234524612,0.23943507607521344
24,13,24,38,46.684995973215145,20,13.84569323103262,0.22668185658179973
23,30,6,24,43.399991447825826,12,11.820424651652733,0.23844284853130057
0,5,4,0,59.25255553104831,0,4.685831707153068,0.0055663060463466175
41,46,20,40,42.26896546683269,26,17.338850766276128,0.3305286249252183
22,27,34,28,42.97134874028505,19,6.738536698580539,0.28137806097050233
13,4,0,14,53.417210787404905,10,0.5835831943548921,0.12408822093827564
45,31,25,35,47.459328446241116,19,15.491335101772027,0.2936992399966443
0,20,2,8,54.824224507664105,4,4.250656305769175,0.10950277780947178
26,20,23,24,47.59199435060267,11,22.571006024469945,0.17025571814873142
28,34,31,27,39.63298589902391,23,22.894285848062097,0.3373523386082936
34,30,21,35,45.478799105742944,20,21.956745365290764,0.26680610506640273
81,54,64,54,24.71142064729802,50,8.883808806130666,0.6497642931265198
1,0,0,0,55.941544660538746,0,0.3709587966928183,0.0
23,30,14,24,41.51596793989977,4,22.27964550210541,0.16857938071624023
57,73,43,51,34.38235180113552,43,10.276419559615544,0.6496392341794808
13,22,19,20,47.415468991027595,6,23.19971565704807,0.1927997927945198
8,23,34,30,43.680564710006124,20,23.12687945014207,0.31273647913115765
55,34,31,28,40.12994733686685,24,20.472226931216642,0.3965127090851352
21,28,35,21,50.31770796828904,23,7.0667734096700565,0.25604127595162823
65,57,58,53,32.86952602861511,50,9.242345486446206,0.603725057001972
35,12,19,27,48.975235628548326,16,20.427280116404567,0.2620079063787798
68,46,59,44,37.69318231165804,45,7.606128123750664,0.49724650662765835
19,19,0,20,57.145104721761136,1,4.06782592046622,0.03185846574588288
39,19,22,37,45.98971766518189,20,13.363230299000403,0.34135776275938523
15,53,28,23,47.05064721779074,11,22.467714579858743,0.22447195966878986
59,41,33,54,39.947228501018515,39,16.704715120199353,0.5721127229577289
35,37,44,26,45.045391809053626,20,13.68146808214476,0.3989539079392415
12,0,12,2,60.0,6,2.332235850498445,0.05513143771674198
34,31,17,21,43.532236106802614,14,14.760173440780074,0.329214859661447
7,44,32,23,44.92938596639743,18,23.76129240250232,0.22879764147412962
6,4,19,2,58.666694518478586,0,3.3620163656765767,0.0
20,19,12,18,52.7359867083423,14,12.43991165672968,0.17532455802367453
18,26,35,33,52.5750547991356,15,21.05695372627093,0.3173766990080713
41,43,28,36,49.16710749617128,24,17.778446826100907,0.33042923390735063
68,50,50,35,38.818970151516545,36,16.72837778388643,0.5835566830189138
66,79,54,72,15.68501879277333,50,16.85961801569062,0.8312715222141316
55,50,37,47,40.32982812895977,34,8.627787629274124,0.5447195039592693
25,42,19,10,47.58826771424096,15,7.046204262347841,0.2113003806994429
56,63,37,32,32.0260433678375,37,19.424667731484327,0.595393325234808
62,81,49,40,28.1980221527789,50,19.442721472300338,0.5735114123746927
39,17,17,25,41.74428063491381,19,20.809735645922487,0.3216129107257341
36,36,33,28,48.23010572896587,13,21.91777326135531,0.30173602557876483
31,24,13,27,50.87299180274658,11,12.272217572662507,0.2064120040620643
21,28,39,21,37.09717327062816,9,12.03639107249279,0.36927381532411196
61,48,48,44,35.473512662464756,37,19.159084295202604,0.6212568781037007
32,53,8,26,38.95504092996551,27,15.599134338666364,0.40994070969597074
71,63,65,53,32.91764389840256,50,16.84720505418488,0.6350869710655763
50,61,42,46,29.426936912797338,44,19.099024066466427,0.5729226186080038
23,17,15,31,37.47599688381816,18,21.360128203621592,0.30206055986420033
56,50,41,39,38.487835194217624,32,8.11188376443686,0.549891744951455
65,85,55,73,28.604158429219005,50,9.013990863358657,0.7243672351117415
8,14,19,0,58.947008625172394,7,2.255566556180856,0.03183729946650416
35,20,18,21,47.18207108333684,10,13.878723383908175,0.26664629879908314
7,0,0,2,58.80062191105479,0,0.8626145711218101,0.11453854070179534
18,31,19,14,52.49532437661227,10,11.174352435179044,0.09010833173367569
32,29,17,26,52.19147912791058,18,13.023471232981839,0.2214230207360153
50,16,33,28,43.14747598278507,26,6.876990051078826,0.42300975431816673
36,26,26,14,45.398742403319474,15,14.179998253656258,0.2758279957640574
7,8,0,2,46.13365929582734,1,0.7320059985371863,0.15724748308329695
17,9,0,0,57.10191799437809,4,0.896356529981146,0.027150996457411584
51,40,21,12,51.23468807886786,12,19.742413455831798,0.19903863509823644
54,52,23,40,42.48398342577427,29,8.644575393870308,0.4314784556722592
0,8,0,2,60.0,0,3.049452303645235,0.0
36,33,27,17,48.2656067943759,11,12.533838241315305,0.22942068868964915
66,57,58,41,33.767693327849486,47,18.47984527436666,0.6191436917429988
9,39,10,24,45.02694523320654,18,5.179704659924236,0.13059417582323254
39,46,46,7,39.61620943915229,20,14.949371419656007,0.3447658340322199
8,0,11,8,50.39457680419382,7,2.048339159850432,0.10908862585873431
22,4,0,1,60.0,0,1.2403613080465847,0.04863608511033012
29,40,37,11,51.23822059485425,15,12.752511157635553,0.24745837201550386
33,20,28,30,52.018403430085215,17,12.975242918642557,0.19407734004853888
33,17,31,18,42.31490718171549,13,15.298317635956957,0.20906622954992393
81,68,68,75,21.963045635170733,50,17.42619200934388,0.7913332551964486
34,30,33,25,36.92004324159212,27,23.42044990710083,0.3418819963614401
21,25,14,25,43.73386537585784,16,12.391208359228688,0.14822329620451696
63,70,61,59,22.62844946256841,50,7.750955350589903,0.7759811290823732
57,54,48,62,39.35667720376295,44,19.08446867444889,0.5802699971897977
42,26,29,20,43.66470249386606,22,6.499974030289781,0.36857963656100323
34,13,19,34,40.97966066903584,19,10.535314096935267,0.31855539810887323
2,15,2,4,53.29080436139218,3,1.882953152214383,0.02039017222560824
2,18,5,7,60.0,13,0.6084178419709803,0.051822326044668396
36,28,30,24,45.976391757388534,26,23.1035619522702,0.3915449698928195
25,31,24,23,42.00229081894604,29,20.06352289229294,0.4090997625979724
73,67,50,52,36.14125648000273,49,16.70338094624875,0.6384391945320358
67,78,53,44,31.85064639048547,50,9.814870665942477,0.62821828914995
26,13,19,8,47.8448313135219,3,4.159063681700299,0.17984702946638562
0,0,7,0,58.82322066453478,0,3.754489024106065,0.0
44,49,28,33,45.284458778603316,23,6.005829555950288,0.3488294003140988
39,42,27,24,39.958932890226734,32,13.181439952946892,0.4864713180195819
61,66,63,40,33.576490809157065,50,17.150302144801497,0.6572401387893229
21,31,16,21,50.26706333251545,11,15.84473704122555,0.1788404389413895
49,32,32,29,38.01570789651458,30,6.718413526702628,0.3931805933157925
20,22,25,12,45.44606890195923,7,22.91676673591666,0.19569381863176338
73,81,51,42,17.648971894372224,50,17.709526000698446,0.8176318666691254
33,40,24,28,42.21116398718174,22,13.304497260273617,0.35216699199541246
30,29,22,32,36.486783954509235,29,14.681297909624455,0.43521698609839177
81,80,64,66,14.70226517312882,50,10.070401498266957,0.8562247337420048
20,40,32,33,33.748228774763724,11,5.945543748027779,0.39569012865909614
70,53,33,34,34.380278818187485,40,8.543344287630278,0.5133508308965468
51,49,63,52,37.21893087665073,42,18.18830665114486,0.6267732125700277
7,15,0,10,50.066407894659584,4,0.34544372711414084,0.15627369070787808
0,5,0,13,60.0,0,2.7857433721659897,0.0
18,0,22,14,58.78887224711076,17,1.104063408522066,0.1427697554031479
24,15,0,10,48.7795841432214,8,0.9774912556552833,0.17872850493236703
50,32,20,20,34.650588409215956,25,20.53105401626417,0.39545466812920066
66,52,39,31,41.429614237841044,31,16.887788625120567,0.49551798684500176
26,50,5,8,54.963294367040724,9,11.380171898095805,0.2009460208287469
6,1,4,10,57.079983201378916,0,2.3480198556240355,0.030801076947757754
26,20,28,31,47.180480916402196,22,11.798781002803977,0.2692889145372536
17,31,28,19,48.297827065181835,14,11.363322498733577,0.22453696465116993
4,6,1,11,59.040886513598835,3,4.156844877840364,0.0
67,52,32,52,38.60595015017657,45,10.412439581711354,0.5085579192931565
51,73,44,41,31.341588428222284,47,9.564113625536962,0.6661846606960301
7,18,17,34,44.812245292212104,19,14.780402353253194,0.3105814907932883
17,33,26,27,44.62716916248994,15,15.242247620823452,0.21000198513500534
13,6,0,0,57.91768660297504,0,1.0872962345290684,0.052995467418512535
32,49,44,37,42.386725594044854,27,8.99070275103531,0.4249457797891191
25,41,9,33,51.09654478438393,15,15.020637977141673,0.1686588803513775
26,50,29,18,48.028740354855756,25,12.075270205922106,0.42991134596691627
32,30,28,33,46.150055168782096,21,20.555756188519734,0.30599922162285403
32,38,15,34,42.512310235847,22,15.80864715885468,0.3584697405087011
7,3,0,0,49.460409354627096,0,3.9104262499543125,0.07878127380729627
3,5,1,0,60.0,2,1.6936499376103162,0.02393637938652453
20,34,33,30,54.68018332074287,8,15.418062676951575,0.21717245529495577
17,9,4,10,53.00497136886133,2,0.6362714529989235,0.16310676094646878
12,20,27,29,54.13352296019686,12,14.05861395056312,0.2904098012882289
37,43,24,23,36.55295709410155,19,22.565525794198983,0.36942999698434537
41,34,32,36,39.59700040048846,38,13.811380269021095,0.48929891915953017
91,68,58,64,18.545701941739058,50,9.316078228956526,0.8881930741262378
22,23,14,21,57.995808068678954,16,15.438917242616476,0.18457953189180104
24,32,22,30,43.013150542341215,23,10.998069371796399,0.28715216707871627
30,27,32,26,46.01067661921472,22,13.094802943582438,0.2913491819621046
29,31,27,13,48.9792079104607,17,22.595155410636604,0.25180662262690084
58,48,31,29,48.52442852273424,20,9.266463307218583,0.31524849105032693
35,21,39,24,40.80321741075887,24,23.068573531773943,0.42551015404609227
26,46,19,20,50.31282771902131,16,21.72841540694553,0.22261783505707736
2,0,10,0,54.087435673443906,0,4.6989872349431145,0.0
19,1,19,4,53.93895956870702,9,1.664671221003971,0.12796978965349315
0,12,13,9,60.0,3,2.4186720330582396,0.0916554476163997
9,14,2,12,55.91504381954793,0,0.43732381563719347,0.09423093418341359
14,16,16,7,57.69896666573716,18,2.2666310581422815,0.15825970223280153
19,35,26,11,49.706337438349514,22,16.392162561992563,0.2700452484467314
0,0,0,0,60.0,2,1.7085275630454957,0.013094245840436657
68,60,44,55,35.18614723990695,50,7.655415127050271,0.5965183166249939
29,23,16,24,44.00642546203077,16,20.27700746326691,0.25266448312142314
0,18,9,12,56.85189734742906,0,0.5585264576598208,0.0
39,20,31,26,37.40615546995034,25,19.54724358213446,0.30570649662521615
27,22,33,19,42.292924918630895,19,6.764514594561598,0.38188149357242884
0,0,2,0,60.0,2,2.83595586291975,0.0
52,51,33,49,32.532235526503115,39,16.721691968739616,0.5651202791981881
30,29,15,29,51.13774573917667,14,15.094628322717217,0.24406449427922755
23,31,30,18,28.419061274314878,28,21.05932832464927,0.4439179686823799
42,49,49,49,32.99418361455508,42,17.641705051293258,0.6209204804947295
57,67,61,50,28.062546547594597,50,19.283542329236365,0.6534776081357533
37,25,18,28,43.37000510611336,20,6.768829741711356,0.3301197480158977
0,0,1,0,59.23358455492475,1,4.258549050713348,0.027627575180151073
37,31,33,36,44.680629860096666,24,18.0147540393806,0.38061483302109833
66,57,42,56,30.44501660050982,50,19.364033742414335,0.6654873822544213
44,26,29,20,47.104380361509676,13,23.77212340801616,0.2776026202414267
59,72,46,54,30.864935082074116,50,9.902824245874235,0.7068435359813062
66,50,61,40,38.95638044907963,35,8.928434059026795,0.5586188691163894
52,40,35,48,45.65421693902798,25,18.633911057807925,0.4043339045877498
70,43,50,53,34.97333427091368,45,8.179284966072428,0.7239096165836387
49,35,15,18,50.67265599337715,12,22.338175814485552,0.17723851856713424
25,27,21,11,49.78790918589039,22,20.601906044232283,0.24750576099006624
74,61,68,74,30.76312939246536,50,10.29585665700044,0.72600849227457
48,46,39,39,39.262180483644215,26,18.020905626995937,0.4023186193647392
58,47,36,40,36.488156576668025,37,18.109028978032377,0.4940838517786318
6,18,0,1,46.811478698815776,12,2.4749728520623826,0.09647103427080207
24,23,22,17,50.97403959169817,9,21.6612697603096,0.14212761342817085
